name_matched
Allophylus punctatus
Allophylus scrobiculatus
Allosanthus trifoliolatus
Alluaudia procera
Alnus acuminata
Alnus glutinosa
Alnus oblongifolia
Alnus rhombifolia
Alnus rubra
Alnus serrulata
Alphitonia macrocarpa
Alphitonia neocaledonica
Alphitonia whitei
Alphonsea elliptica
Alphonsea johorensis
Alphonsea maingayi
Alseis eggersii
Alseis floribunda
Alseis microcarpa
Alseis peruviana
Alstonia boonei
Alstonia comptonii
Alstonia longifolia
Alstonia scholaris
Alyxia ruscifolia
Amaioua corymbosa
Amaioua guianensis
Amanoa oblongifolia
Amasonia hirta
Ambelania duckei
Ambelania occidentalis
Amburana cearensis
Amelanchier arborea
Amelanchier canadensis
Amelanchier sanguinea
Amomyrtus luma
Amomyrtus meli
Ampelocera edentula
Ampelocera hottlei
Ampelocera longissima
Ampelocera macphersonii
Ampelocera ruizii
Ampelozizyphus amazonicus
Amphilophium ecuadorense
Amphilophium paniculatum
Amphilophium pannosum
Amphipterygium adstringens
Amphirrhox surinamensis
Amphitecna kennedyae
Amphitecna regalis
Amphitecna sessilifolia
Amyris balsamifera
Amyris elemifera
Amyris ignea
Amyris pinnata
Anacardium excelsum
Anacardium humile
Anacardium occidentale
Anacolosa ilicoides
Anacolosa pervilleana
Anacolosa uncifera
Anadenanthera colubrina
Ananas ananassoides
Anaueria brasiliensis
Anaxagorea brachycarpa
Anaxagorea brevipes
Anaxagorea crassipetala
Anaxagorea dolichocarpa
Anaxagorea floribunda
Anaxagorea javanica
Anaxagorea phaeocarpa
Anchietea parvifolia
Ancistrocladus ealaensis
Andira inermis
Andira multistipula
Andira surinamensis
Andira vermifuga
Andropogon bicornis
Andropogon lateralis
Andropogon selloanus
Andropogon virgatus
Androtium astylum
Anemopaegma arvense
Anemopaegma chamberlaynii
Anemopaegma chrysanthum
Anemopaegma chrysoleucum
Anemopaegma insculptum
Anemopaegma orbiculatum
Anemopaegma patelliforme
Anemopaegma prostratum
Anemopaegma puberulum
Anemopaegma robustum
Angostura toxicaria
Angostura ucayalina
Aniba bracteata
Aniba canelilla
Aniba cinnamomiflora
Aniba coto
Aniba firmula
Aniba guianensis
Aniba hostmanniana
Aniba muca
Aniba panurensis
Aniba perutilis
Aniba puchury-minor
Aniba taubertiana
Aniba williamsii
Aniseia cernua
Aniseia martinicensis
Anisophyllea beccariana
Anisophyllea corneri
Anisophyllea fallax
Anisophyllea ferruginea
Anisoptera laevis
Annona ambotay
Annona deminuta
Annona dioica
Annona duckei
Annona excellens
Annona foetida
Annona glabra
Annona hayesii
Annona hypoglauca
Annona impressivenia
Annona jahnii
Annona liebmanniana
Annona montana
Annona palmeri
Annona purpurea
Annona scandens
Anodendron affine
Anomospermum bolivianum
Anomospermum chloranthum
Anomospermum grandifolium
Anomospermum reticulatum
Anonidium mannii
Anthodiscus amazonicus
Anthodiscus chocoensis
Anthodiscus klugii
Anthodiscus peruanus
Anthodiscus pilosus
Anthodon decussatum
Anthodon panamensis
Anthurium bogotense
Anthurium breviscapum
Anthurium caperatum
Anthurium clavigerum
Anthurium concinnatum
Anthurium cordiforme
Anthurium coripatense
Anthurium corrugatum
Anthurium dolichostachyum
Anthurium draconopterum
Anthurium falcatum
Anthurium giganteum
Anthurium jaramilloi
Anthurium jimenae
Anthurium longicaudatum
Anthurium lutescens
Anthurium malacophyllum
Anthurium nigrescens
Anthurium nigropunctatum
Anthurium obtusilobum
Anthurium oreophilum
Anthurium ovatifolium
Anthurium pentaphyllum
Anthurium pulverulentum
Anthurium sodiroanum
Anthurium tripartitum
Anthurium triphyllum
Anthurium truncicola
Anthurium umbraculum
Anthurium versicolor
Anthurium weberbaueri
Antidesma coriaceum
Antidesma cuspidatum
Antidesma laciniatum
Antidesma madagascariense
Antidesma montanum
Antidesma neurocarpum
Antidesma pendulum
Antidesma pentandrum
Antidesma vogelianum
Antirhea coriacea
Antirhea obtusifolia
Antirhea verticillata
Aparisthmium cordatum
Apeiba aspera
Apeiba echinata
Apeiba membranacea
Apeiba tibourbou
Aphanamixis polystachya
Aphanamixis sumatrana
Aphelandra attenuata
Aphelandra hieronymi
Aphloia theiformis
Apodostigma pallens
Apoplanesia paniculata
Aporosa aurea
Aporosa bracteosa
Aporosa falcifera
Aporosa microstachya
Aporosa nervosa
Aporosa nitida
Aporosa prainiana
Aporosa subcaudata
Aporosa villosa
Aptandra caudata
Aptandra tubicina
Apuleia leiocarpa
Aquilaria crassna
Aquilaria microcarpa
Araucaria bernieri
Arbutus arizonica
Arbutus menziesii
Arbutus xalapensis
Archidendron glabrum
Ardisia auriculata
Ardisia brevipedata
Ardisia cabrerae
Ardisia cornudentata
Ardisia crassa
Ardisia glandulosomarginata
Ardisia longistaminea
Ardisia nigrovirens
Ardisia obovata
Ardisia palmana
Ardisia pleurobotrya
Ardisia quinquegona
Ardisia sieboldii
Arenga engleri
Arenga wightii
Aristida longifolia
Aristida riparia
Aristolochia kaempferi
Arrabidaea affinis
Arrabidaea bilabiata
Arrabidaea brachypoda
Arrabidaea caudigera
Arrabidaea chica
Arrabidaea cinnamomea
Arrabidaea conjugata
Arrabidaea corallina
Arrabidaea fagoides
Arrabidaea florida
Arrabidaea japurensis
Arrabidaea mollis
Arrabidaea mutabilis
Arrabidaea patellifera
Arrabidaea pearcei
Arrabidaea platyphylla
Arrabidaea poeppigii
Arrabidaea pubescens
Arrabidaea pulchra
Arrabidaea selloi
Arrabidaea spicata
Arrabidaea triplinervia
Arrabidaea truncata
Arrabidaea verrucosa
Arrabidaea viscida
Artabotrys borneensis
Artabotrys brachypetalus
Artabotrys zeylanicus
Arthrophyllum otopyrenum
Artocarpus anisophyllus
Artocarpus nitidus
Artocarpus odoratissimus
Artocarpus rigidus
Ascarina rubricaulis
Asimina triloba
Aspidosperma carapanauba
Aspidosperma cylindrocarpon
Aspidosperma desmanthum
Aspidosperma excelsum
Aspidosperma jaunechense
Aspidosperma macrocarpon
Aspidosperma marcgravianum
Aspidosperma megalocarpon
Aspidosperma megaphyllum
Aspidosperma multiflorum
Aspidosperma myristicifolium
Aspidosperma nobile
Aspidosperma parvifolium
Aspidosperma polyneuron
Aspidosperma populifolium
Aspidosperma pyrifolium
Aspidosperma quebracho-blanco
Aspidosperma rigidum
Aspidosperma schultesii
Aspidosperma spruceanum
Aspidosperma tambopatense
Aspidosperma tomentosum
Asplundia albicarpa
Asplundia australis
Asplundia ecuadoriensis
Asplundia ferruginea
Asplundia gamotepala
Asplundia peruviana
Asplundia pycnantha
Asplundia sanctae-ritae
Asplundia stenophylla
Asplundia uncinata
Asplundia utilis
Asplundia vagans
Asterogyne martiana
Astrocaryum aculeatissimum
Astrocaryum chambira
Astrocaryum chonta
Astrocaryum confertum
Astrocaryum gratum
Astrocaryum huicungo
Astrocaryum macrocalyx
Astrocaryum malybo
Astrocaryum mexicanum
Astrocaryum munbaca
Astrocaryum sciophilum
Astrocaryum standleyanum
Astrocaryum ulei
Astrocasia peltata
Astrocasia tremula
Astronia ferruginea
Astronium fraxinifolium
Astronium graveolens
Astronium lecointei
Astronium urundeuva
Ateleia guaraya
Attalea allenii
Attalea butyracea
Attalea cephalotes
Attalea humilis
Attalea maripa
Attalea phalerata
Attalea spectabilis
Aucuba japonica
Aulacocalyx jasminiflora
Aulacocalyx talbotii
Austrobuxus cuneatus
Austrobuxus huerlimannii
Austrobuxus nitidus
Austromatthaea elegans
Austromyrtus lucida
Austromyrtus shepherdii
Avicennia germinans
Axinaea costaricensis
Axinaea lanceolata
Axinaea sodiroi
Axonopus barbigerus
Axonopus brasiliensis
Axonopus compressus
Axonopus eminens
Axonopus fissifolius
Axonopus pulcher
Ayapana amygdalina
Ayenia micrantha
Azara lanceolata
Azara uruguayensis
Azima tetracantha
Baccaurea bracteata
Baccaurea courtallensis
Baccaurea kunstleri
Baccaurea macrocarpa
Baccaurea maingayi
Baccaurea parviflora
Baccaurea racemosa
Baccaurea reticulata
Baccaurea sumatrana
Baccaurea trunciflora
Baccharis grandicapitulata
Baccharis trinervis
Bactris acanthocarpa
Bactris alleniana
Bactris barronis
Bactris coloniata
Bactris coloradonis
Bactris concinna
Bactris gasipaes
Bactris hirta
Bactris longiseta
Bactris macana
Bactris major
Bactris maraja
Bactris mexicana
Bactris pilosa
Bactris setulosa
Baillonella toxisperma
Balanops australiana
Balanops vieillardii
Balfourodendron riedelianum
Bambusa guadua
Banara guianensis
Banara nitida
Banisteriopsis confusa
Banisteriopsis lutea
Banisteriopsis muricata
Banisteriopsis nummifera
Banisteriopsis pubipetala
Baphia barombiensis
Baphia nitida
Barjonia erecta
Barnebya dispar
Barringtonia lanceolata
Barringtonia macrostachya
Barringtonia pendula
Basselinia gracilis
Basselinia pancheri
Batesia floribunda
Bathysa gymnocarpa
Bathysa meridionalis
Bathysa obovata
Bathysa peruviana
Batocarpus amazonicus
Batocarpus costaricensis
Batocarpus orinocensis
Bauhinia aculeata
Bauhinia brachycalyx
Bauhinia divaricata
Bauhinia guianensis
Bauhinia longicuspis
Bauhinia microstachya
Bauhinia rufa
Bauhinia tarapotensis
Bauhinia ungulata
Begonia fruticosa
Begonia glabra
Begonia parviflora
Beilschmiedia bancroftii
Beilschmiedia costaricensis
Beilschmiedia erythrophloia
Beilschmiedia grandibracteata
Beilschmiedia grandifolia
Beilschmiedia madang
Beilschmiedia micrantha
Beilschmiedia oligandra
Beilschmiedia pendula
Beilschmiedia staudtii
Beilschmiedia tsangii
Bellucia grossularioides
Bellucia pentamera
Belonophora coriacea
Belonophora hypoglauca
Berberis laurina
Berberis vulgaris
Bernardia dichotoma
Bernardia spongiosa
Bertholletia excelsa
Bertiera capitata
Bertiera guianensis
Bertiera zaluzania
Besleria formosa
Besleria solanoides
Besleria tambensis
Betula alleghaniensis
Betula lenta
Betula nigra
Betula occidentalis
Betula papyrifera
Betula pendula
Betula populifolia
Bhesa paniculata
Billia columbiana
Billia hippocastanum
Bischofia trifoliata
Bixa arborea
Bixa platycarpa
Bixa urucurana
Blakea austin-smithii
Blakea grandiflora
Blakea litoralis
Blakea podagrica
Blakea subconnata
Blepharocalyx gigantea
Blepharocalyx salicifolius
Bocageopsis mattogrossensis
Bocageopsis multiflora
Bocconia frutescens
Bocconia integrifolia
Bocquillonia spicata
Bombacopsis patinoi
Bombax ceiba
Bonafousia sananho
Bonafousia undulata
Bonamia trichantha
Boquila trifoliolata
Borismene japurensis
Borojoa claviflora
Bosqueia phoberos
Botryarrhena pendula
Bougainvillea modesta
Bougainvillea praecox
Bougainvillea stipitata
Bourreria succulenta
Bourreria venosa
Bowdichia virgilioides
Brachylaena huillensis
Bravaisia integerrima
Brazzeia congoensis
Bredemeyera altissima
Bromelia balansae
Bromelia serra
Brosimum acutifolium
Brosimum acutifolium subsp. acutifolium
Brosimum acutifolium subsp. obovatum
Brosimum alicastrum
Brosimum alicastrum subsp. bolivarense
Brosimum costaricanum
Brosimum gaudichaudii
Brosimum glaziovii
Brosimum guianense
Brosimum lactescens
Brosimum parinarioides
Brosimum potabile
Brosimum rubescens
Brosimum utile
Browneopsis cauliflora
Brownlowia glabrata
Brucea guineensis
Brunellia costaricensis
Brunellia dulcis
Brunellia mexicana
Brunfelsia guianensis
Buchanania reticulata
Buchenavia amazonia
Buchenavia grandis
Buchenavia macrophylla
Buchenavia oxycarpa
Buchenavia pallidovirens
Buchenavia parvifolia
Buchenavia punctata
Buchenavia tetraphylla
Buchenavia tomentosa
Buchenavia viridiflora
Bucida buceras
Buckinghamia celsissima
Bucquetia glutinosa
Bulbostylis capillaris
Bulbostylis junciformis
Bulbostylis paradoxa
Bulbostylis sphaerocephala
Bulbostylis truncata
Bulnesia sarmientoi
Bumelia lanuginosa
Bunchosia argentea
Bunchosia costaricensis
Bunchosia hookeriana
Bunchosia mollis
Bunchosia palmeri
Bunchosia paraguariensis
Bunchosia pseudonitida
Bunchosia swartziana
Burmannia flava
Burmannia grandiflora
Burmeistera succulenta
Bursera arborea
Bursera bipinnata
Bursera excelsa
Bursera fagaroides
Bursera graveolens
Bursera instabilis
Bursera simaruba
Butia capitata
Buxus citrifolia
Byrsonima arthropoda
Byrsonima coccolobifolia
Byrsonima coriacea
Byrsonima crassifolia
Byrsonima crispa
Byrsonima fagifolia
Byrsonima orbignyana
Byrsonima poeppigiana
Byrsonima sericea
Byrsonima spicata
Byrsonima stipulacea
Byrsonima stipulina
Byttneria aculeata
Byttneria asterotricha
Byttneria catalpifolia
Byttneria coriacea
Byttneria genistella
Byttneria glabrescens
Byttneria pescapriifolia
Byttneria scabra
Cabralea canjerana
Cabralea canjerana subsp. canjerana
Caesalpinia floribunda
Calamus formosanus
Calamus hookerianus
Calamus moti
Calamus tumidus
Calantica grandiflora
Caldcluvia paniculata
Calliandra formosa
Calliandra gracilis
Calliandra paniculata
Callichlamys latifolia
Callisthene fasciculata
Calocedrus decurrens
Calophyllum antillanum
Calophyllum brasiliense
Calophyllum caledonicum
Calophyllum cuneatum
Calophyllum dioscurii
Calophyllum longifolium
Calophyllum tacamahaca
Calycobolus africanus
Calycolpus roraimensis
Calycophyllum acreanum
Calycophyllum candidissimum
Calycophyllum megistocaulum
Calycophyllum multiflorum
Calycophyllum spruceanum
Calyptranthes bipennis
Calyptranthes chytraculia
Calyptranthes concinna
Calyptranthes crebra
Calyptranthes cuspidata
Calyptranthes densiflora
Calyptranthes fasciculata
Calyptranthes krugioides
Calyptranthes longifolia
Calyptranthes macrophylla
Calyptranthes multiflora
Calyptranthes pallens
Calyptranthes paniculata
Calyptranthes plicata
Calyptranthes pulchella
Calyptranthes ruiziana
Calyptranthes schiedeana
Calyptranthes simulata
Calyptranthes speciosa
Calyptranthes zuzygium
Camellia japonica
Campomanesia guazumifolia
Campomanesia lineatifolia
Campomanesia speciosa
Campomanesia xanthocarpa
Campsiandra angustifolia
Campsidium valdivianum
Camptosema goiasana
Canarium articulatum
Canarium australasicum
Canarium boivinii
Canarium hirsutum
Canarium indicum
Canarium lamii
Canarium littorale
Canarium madagascariense
Canarium merrillii
Canarium paniculatum
Canarium patentinervium
Canarium pilosum
Canarium schweinfurthii
Canarium subulatum
Canavalia acuminata
Canella winterana
Canthium coprosmoides
Canthium cymigerum
Capirona decorticans
Capirona leiophloea
Capparis erythrocarpos
Capparis frondosa
Capparis lanceolaris
Capparis retusa
Capparis speciosa
Capparis tweediana
Caraipa densifolia
Caraipa grandifolia
Caraipa jaramilloi
Caraipa myrcioides
Caraipa punctulata
Caraipa tereticaulis
Caraipa valioi
Carapa guianensis
Carapa megistocarpa
Cardiopetalum calophyllum
Cardwellia sublimis
Careya arborea
Careya sphaerica
Carica cauliflora
Carica microcarpa
Carica quercifolia
Cariniana decandra
Cariniana domestica
Cariniana estrellensis
Cariniana micrantha
Cariniana multiflora
Carnarvonia araliifolia
Carpinus betulus
Carpinus caroliniana
Carpolobia lutea
Carpotroche brasiliensis
Carpotroche longifolia
Carpotroche platyptera
Carpotroche ramosii
Carya aquatica
Carya carolinae-septentrionalis
Carya cordiformis
Carya glabra
Carya illinoinensis
Carya laciniosa
Carya myristiciformis
Carya ovalis
Carya ovata
Carya pallida
Carya texana
Carya tomentosa
Caryocar amygdaliforme
Caryocar brasiliense
Caryocar brasiliense subsp. intermedium
Caryocar costaricense
Caryocar glabrum
Caryocar harlingii
Caryocar pallidum
Caryodaphnopsis fosteri
Caryodaphnopsis inaequalis
Caryodaphnopsis tomentosa
Caryodendron orinocense
Caryophyllus balansae
Caryota rumphiana
Caryota urens
Casearia aculeata
Casearia arborea
Casearia arguta
Casearia combaymensis
Casearia coriacea
Casearia decandra
Casearia elliptica
Casearia fasciculata
Casearia gossypiosperma
Casearia guianensis
Casearia hirsuta
Casearia javitensis
Casearia mariquitensis
Casearia membranacea
Casearia mexiae
Casearia obovalis
Casearia pitumba
Casearia praecox
Casearia prunifolia
Casearia puberula
Casearia singularis
Casearia sylvestris
Casearia sylvestris var. lingua
Casearia tacanensis
Casearia tremula
Casearia uleana
Casearia ulmifolia
Casearia zahlbruckneri
Cassia atomaria
Cassia chloroclada
Cassia sylvestris
Cassipourea elliptica
Cassipourea peruviana
Cassytha filiformis
Castanea dentata
Castanea pumila
Castanea pumila var. ozarkensis
Castanopsis acuminatissima
Castanopsis carlesii
Castanopsis cuspidata
Castanopsis indica
Castanopsis schefferiana
Castanospora alphandi
Castela coccinea
Castilla elastica
Castilla tunu
Castilla ulei
Catalpa bignonioides
Catalpa speciosa
Cathedra acuminata
Catoblastus dryanderae
Catostemma commune
Cavanillesia hylogeiton
Cavanillesia platanifolia
Cavanillesia umbellata
Cavendishia antioquiensis
Cavendishia bracteata
Cavendishia callista
Cavendishia complectens
Cavendishia endresii
Cavendishia micayensis
Cavendishia palustris
Cavendishia tarapotana
Cayaponia espelina
Cayaponia ophthalmica
Cayaponia tubulosa
Cecropia andina
Cecropia angustifolia
Cecropia bullata
Cecropia concolor
Cecropia distachya
Cecropia engleriana
Cecropia eximia
Cecropia ficifolia
Cecropia insignis
Cecropia latiloba
Cecropia membranacea
Cecropia monostachya
Cecropia obtusifolia
Cecropia pachystachya
Cecropia palmata
Cecropia pastasana
Cecropia polystachya
Cecropia reticulata
Cecropia schreberiana
Cecropia sciadophylla
Cecropia telenivea
Cecropia tessmannii
Cedrela fissilis
Cedrela montana
Cedrela odorata
Cedrela tonduzii
Cedrelinga catenaeformis
Cedrelinga cateniformis
Ceiba aesculifolia
Ceiba pentandra
Ceiba samauma
Ceiba trischistandra
Celastrus hindsii
Celastrus kusanoi
Celastrus paniculatus
Celastrus vulcanicola
Celtis cinnamomea
Celtis iguanaea
Celtis laevigata
Celtis laevigata var. reticulata
Celtis occidentalis
Celtis schippii
Celtis tala
Celtis tetrandra
Celtis trinervia
Celtis zenkeri
Centrolobium minus
Centrolobium ochroxylum
Centrolobium tomentosum
Centrosema virginianum
Cephalanthus occidentalis
Cephalostemon microglochin
Ceratopetalum succirubrum
Ceratophytum tetragonolobum
Cercis canadensis
Cercocarpus ledifolius
Cereus stenogonus
Cereus uruguayanus
Ceroxylon schultzei
Cervantesia tomentosa
Cespedesia macrophylla
Cespedesia spathulata
Cestrum irazuense
Cestrum megalophyllum
Cestrum microcalyx
Cestrum racemosum
Cestrum silvaticum
Chaetocarpus castanocarpus
Chaetocarpus echinocarpus
Chamaecrista desvauxii
Chamaecrista diphylla
Chamaecrista fagonioides
Chamaecrista geminata
Chamaecyparis lawsoniana
Chamaecyparis thyoides
Chamaedorea allenii
Chamaedorea angustisecta
Chamaedorea costaricana
Chamaedorea elatior
Chamaedorea fragrans
Chamaedorea linearis
Chamaedorea pinnatifrons
Chamaedorea poeppigiana
Chamaedorea polyclada
Chamaedorea rigida
Chamaedorea tepejilote
Chamaedorea wendlandiana
Chamaedorea woodsoniana
Chambeyronia macrocarpa
Chamissoa acuminata
Chamissoa altissima
Champereia manillana
Chaunochiton kappleri
Cheiloclinium anomalum
Cheiloclinium cognatum
Cheiloclinium hippocrateoides
Cheiloclinium klugii
Cheiloclinium lineolatum
Chimarrhis cymosa
Chimarrhis glabriflora
Chimarrhis hookeri
Chimarrhis latifolia
Chimarrhis parviflora
Chimarrhis williamsii
Chiococca alba
Chiococca belizensis
Chionanthus domingensis
Chionanthus lucens
Chionanthus virginicus
Chisocheton patens
Chisocheton tomentosus
Chlorophora tinctoria
Chomelia apodantha
Chomelia barbellata
Chomelia panamensis
Chomelia paniculata
Chomelia ribesioides
Chomelia tenuiflora
Chondrodendron tomentosum
Chondrostylis kunstleri
Chorisia integrifolia
Chouxia sorindeioides
Christiana africana
Chromolaena squalida
Chrysochlamys balboa
Chrysochlamys dependens
Chrysochlamys nicaraguensis
Chrysochlamys silvicola
Chrysochlamys ulei
Chrysochlamys weberbaueri
Chrysolepis chrysophylla var. chrysophylla
Chrysophyllum amazonicum
Chrysophyllum argenteum
Chrysophyllum argenteum subsp. ferrugineum
Chrysophyllum auratum
Chrysophyllum bombycinum
Chrysophyllum brenesii
Chrysophyllum colombianum
Chrysophyllum cuneifolium
Chrysophyllum cuspidatum
Chrysophyllum gonocarpum
Chrysophyllum guyanense
Chrysophyllum manaosense
Chrysophyllum marginatum
Chrysophyllum mexicanum
Chrysophyllum oliviforme
Chrysophyllum ovale
Chrysophyllum panamense
Chrysophyllum pomiferum
Chrysophyllum prieurii
Chrysophyllum sanguinolentum
Chrysophyllum sparsiflorum
Chrysophyllum splendens
Chrysophyllum venezuelanense
Chusquea latifolia
Chusquea maclurei
Chusquea pittieri
Chusquea quila
Chusquea scandens
Chytranthus angustifolius
Chytranthus gilletii
Chytranthus macrobotrys
Chytranthus setosus
Cinchona pubescens
Cinnamomum breedlovei
Cinnamomum effusum
Cinnamomum heyneanum
Cinnamomum iners
Cinnamomum javanicum
Cinnamomum mollissimum
Cinnamomum napoense
Cinnamomum neurophyllum
Cinnamomum parthenoxylon
Cinnamomum sintoc
Cinnamomum triplinerve
Cissampelos andromorpha
Cissampelos pareira
Cissus adnata
Cissus allenii
Cissus barbeyana
Cissus biformifolia
Cissus brevipes
Cissus cacuminis
Cissus dinklagei
Cissus erosa
Cissus hassleriana
Cissus hypoglauca
Cissus martiniana
Cissus microcarpa
Cissus neei
Cissus producta
Cissus pseudosicyoides
Cissus repens
Cissus striata
Cissus trianae
Cissus tweediana
Cissus ulmifolia
Cissus verticillata
Citharexylum fruticosum
Citharexylum gentryi
Citharexylum hirtellum
Citharexylum macradenium
Citharexylum montevidense
Citharexylum poeppigii
Citharexylum reticulatum
Citronella apogon
Citronella ilicifolia
Citronella incarum
Citronella paniculata
Citronella smythii
Cladrastis kentukea
Clarisia biflora
Clarisia ilicifolia
Clarisia racemosa
Clavija eggersiana
Clavija lancifolia subsp. chermontiana
Clavija nutans
Clavija procera
Clavija weberbaueri
Cleistanthus maingayi
Cleistanthus samarensis
Cleistocactus baumannii
Cleistopholis patens
Clematis dioica
Clematis mauritiana
Clematis smilacifolia
Clethra costaricensis
Clethra fagifolia
Clethra fimbriata
Clethra macrostachya
Clethra mexicana
Clethra pyrogena
Clethra revoluta
Cleyera integrifolia
Cleyera japonica
Clibadium harlingii
Clidemia capitellata
Clidemia caudata
Clidemia hirta
Clidemia piperifolia
Clidemia septuplinervia
Clitandra cymulosa
Clitoria arborea
Clitoria guianensis
Clusia columnaris
Clusia congestiflora
Clusia crenata
Clusia cruciata
Clusia decussata
Clusia ducuoides
Clusia fructiangusta
Clusia garcibarrigae
Clusia haughtii
Clusia hydrogera
Clusia latipes
Clusia laurifolia
Clusia leptanthera
Clusia lineata
Clusia loranthacea
Clusia loretensis
Clusia mamillata
Clusia minor
Clusia multiflora
Clusia octopetala
Clusia palmana
Clusia palmicida
Clusia polyantha
Clusia polystigma
Clusia sphaerocarpa
Clusia stenophylla
Clusia thurifera
Clusia torresii
Clusia trochiformis
Clusia veneralensis
Clusia viscida
Clusia weberbaueri
Clusiella macropetala
Clytostoma binatum
Clytostoma callistegioides
Clytostoma campanulatum
Clytostoma pterocalyx
Clytostoma sciuripabulum
Clytostoma uleanum
Cnestidium rufescens
Cnestis corniculata
Cnestis polyphylla
Cnicothamnus lorentzii
Cnidoscolus spinosus
Coccoloba acuminata
Coccoloba barbadensis
Coccoloba caracasana
Coccoloba coronata
Coccoloba densifrons
Coccoloba diversifolia
Coccoloba excelsa
Coccoloba krugii
Coccoloba lehmannii
Coccoloba liebmannii
Coccoloba lindaviana
Coccoloba longifolia
Coccoloba manzinellensis
Coccoloba martii
Coccoloba meissneriana
Coccoloba mollis
Coccoloba obovata
Coccoloba ochreolata
Coccoloba padiformis
Coccoloba paraensis
Coccoloba parimensis
Coccoloba peruviana
Coccoloba polystachya
Coccoloba swartzii
Coccoloba tuerckheimii
Coccothrinax argentata
Cochlospermum orinocense
Cochlospermum tetraporum
Cochlospermum vitifolium
Codia discolor
Coelocaryon botryoides
Cojoba arborea
